heldout_pdf_manifest
id,bin,pdf_url,pdf_path,source_path
19173630,1200_1300,https://arxiv.org/pdf/1406.2661.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/19173630.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1200_1300/generative_adversarial_networks.json
34958521,1300_1400,https://openreview.net/pdf?id=ry_WPG-A-,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/34958521.pdf',/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1300_1400/on-the-information-bottleneck-theory-of-deep-learning.json
65595064,1300_1400,https://www.cl.cam.ac.uk/research/security/ctsrd/pdfs/201904-asplos-cheriabi.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/65595064.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1300_1400/cheri-abi.json
51254358,1300_1400,https://guxd.github.io/papers/deepcs.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/51254358.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1300_1400/deep-code-search.json
72529720,1400_1500,https://arxiv.org/pdf/1506.01497.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/72529720.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1400_1500/faster_r-cnn.json
24169489,1400_1500,http://research.microsoft.com/pubs/238350/The%20Art%20of%20Testing%20Less%20without%20Sacrificing%20Quality.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/24169489.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1400_1500/the-art-of-testing-less-without-sacrificing-quality.json
24824894,1400_1500,https://arxiv.org/pdf/1801.04385.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/24824894.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1400_1500/can-you-trust-the-trend-discovering-simpsons-paradoxes-in-social-data.json
50524744,1400_1500,http://www.internetsociety.org/sites/default/files/02_1_2.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/50524744.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1400_1500/information-flow-analysis-of-android-applications-in-droidsafe.json
11313245,1500_1600,http://sigops.org/sosp/sosp15/current/2015-Monterey/printable/158-wei.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/11313245.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1500_1600/fast-in-memory-transaction-processing-using-rdma-and-rtm.json
88655260,1500_1600,https://dl.acm.org/doi/pdf/10.1145/3297858.3304053?download=true,,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1500_1600/sw-far-memory.json
48141212,1500_1600,http://www.cs.duke.edu/courses/cps210/spring06/papers/eraser.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/48141212.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1500_1600/eraser-a-dynamic-data-race-detector-for-multi-threaded-programs.json
76874430,1500_1600,http://www.pdl.cmu.edu/PDL-FTP/NVM/storage.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/76874430.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1500_1600/lets-talk-about-storage-and-recovery-methods-for-non-volatile-memory-database-systems.json
53935450,1500_1600,http://cidrdb.org/cidr2019/papers/p96-marcus-cidr19.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/53935450.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/1500_1600/towards-a-hands-free-query-optimizer-through-deep-learning.json
77534612,200_300,https://www.microsoft.com/en-us/research/wp-content/uploads/2017/05/r-net.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/77534612.pdf',/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/200_300/r-net-machine-reading-comprehension-with-self-matching-networks.json
2774914,200_300,https://arxiv.org/pdf/1706.07845.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/2774914.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/200_300/harp-hierarchical-representation-learning-for-networks.json
99440206,200_300,https://science.sciencemag.org/content/298/5594/824/tab-pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/99440206.pdf',/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/200_300/network-motifs-simple-building-blocks-of-complex-networks.json
7570292,300_400,https://arxiv.org/pdf/1707.01495.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/7570292.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/300_400/hindsight-experience-replay.json
63511892,300_400,https://arxiv.org/pdf/1506.02025.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/63511892.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/300_400/stn.json
12711637,300_400,https://arxiv.org/pdf/1512.02167.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/12711637.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/300_400/simple-baseline-for-visual-question-answering.json
70691684,300_400,https://arxiv.org/pdf/1511.05176.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/70691684.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/300_400/gulsm15.json
74164301,400_500,https://arxiv.org/pdf/1410.8206.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/74164301.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/400_500/8fe14b74c7292129c6c5ecb37f33b5.json
66681632,400_500,https://arxiv.org/pdf/1612.03144.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/66681632.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/400_500/feature_pyramid_networks_for_object_detection.json
68635574,400_500,https://arxiv.org/pdf/1805.10369.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/68635574.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/400_500/when-recurrent-models-don-t-need-to-be-recurrent.json
81916449,400_500,https://arxiv.org/pdf/1406.1078.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/81916449.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/400_500/ccec626e68e495fd4577ecdca36b7b.json
39570633,400_500,https://arxiv.org/pdf/1704.01444.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/39570633.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/400_500/4dbe1aa678188399254bb3d0078e1d.json
47723293,500_600,https://arxiv.org/pdf/1601.06759.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/47723293.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/pixel_recurrent_neural_networks.json
42731227,500_600,https://arxiv.org/pdf/1511.05952.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/42731227.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/prioritizing-experience-replay.json
24950879,500_600,https://arxiv.org/pdf/1709.03856.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/24950879.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/starspace-embed-all-the-things.json
99878837,500_600,https://arxiv.org/pdf/1603.08023.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/99878837.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/5748b6339ceff26420ceecfc79d58d.json
91812941,500_600,https://arxiv.org/pdf/1810.12282.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/91812941.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/assessing-generalization-in-deep-reinforcement-learning.json
59485457,500_600,https://arxiv.org/pdf/1704.00109.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/59485457.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/500_600/snapshot_ensembles.json
93544751,600_700,https://www.mitpressjournals.org/doi/pdf/10.1162/089976602753712972,,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/600_700/meta-learning-update-rules-for-unsupervised-representation-learning.json
3855110,600_700,https://persagen.com/files/misc/leung2016machine.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/3855110.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/600_700/ml-for-genomics.json
1907968,600_700,https://arxiv.org/pdf/1608.08021.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/1907968.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/600_700/pvanet.json
27086937,600_700,https://arxiv.org/pdf/1609.06480.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/27086937.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/600_700/1609.06480.json
77684000,600_700,https://arxiv.org/pdf/1506.03340.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/77684000.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/600_700/63eb099bb7a1ab4831cd37bffffb04.json
87460557,700_800,http://www.blockstream.com/sidechains.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/87460557.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/700_800/enabling-blockchain-innovations-with-pegged-sidechains.json
53269747,700_800,http://www.vldb.org/pvldb/vol9/p204-leis.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/53269747.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/700_800/how-good-are-query-optimizers-really.json
3953515,700_800,https://arxiv.org/pdf/1512.02325.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/3953515.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/700_800/ssd.json
61360879,800_900,https://arxiv.org/pdf/1611.03852.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/61360879.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/800_900/gans-irl-ebm.json
70335565,800_900,http://www.cs.tufts.edu/comp/150GA/homeworks/hw3/_reading7%20Cuckoo%20search.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/70335565.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/800_900/cuckoo-search-via-levy-flights.json
74193008,900_1000,https://arxiv.org/pdf/1605.09674.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/74193008.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/900_1000/vime.json
82043898,900_1000,http://129.97.186.80/~migod/papers/2014/ucc14.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/longsumm_prepared/heldout_pdfs/82043898.pdf,/Users/sassss/Documents/sasmitha/dsa4213/group project/DSA4213/longsumm dataset/LongSumm-master-github/abstractive_summaries/by_clusters/900_1000/detecting-discontinuities-in-large-scale-systems.json
